Species,Trap,4/15/2013,4/16/2013,4/17/2013,4/18/2013,4/19/2013,4/20/2013,4/21/2013,4/22/2013,4/23/2013,4/24/2013,4/25/2013,4/26/2013,4/27/2013,4/28/2013,4/29/2013,4/30/2013,5/1/2013,5/2/2013,5/3/2013,5/4/2013,5/5/2013,5/6/2013,5/7/2013,5/8/2013,5/9/2013,5/10/2013,5/11/2013,5/12/2013,5/13/2013,5/14/2013,5/15/2013,5/16/2013,5/17/2013,5/18/2013,5/19/2013,5/20/2013,5/21/2013,5/22/2013,5/23/2013,5/24/2013,5/25/2013,5/26/2013,5/27/2013,5/28/2013,5/29/2013,5/30/2013,5/31/2013,6/1/2013,6/2/2013,6/3/2013,6/4/2013,6/5/2013,6/6/2013,6/7/2013,6/8/2013,6/9/2013,6/10/2013,6/11/2013,6/12/2013,6/13/2013,6/14/2013,6/15/2013,6/16/2013,6/17/2013,6/18/2013,6/19/2013,6/20/2013,6/21/2013,6/22/2013,6/23/2013,6/24/2013,6/25/2013,6/26/2013,6/27/2013,6/28/2013,6/29/2013,6/30/2013,7/1/2013,7/2/2013,7/3/2013,7/4/2013,7/5/2013,7/6/2013,7/7/2013,7/8/2013,7/9/2013,7/10/2013,7/11/2013,7/12/2013,7/13/2013,7/14/2013,7/15/2013
S.johannseni,4,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,8,31,NA,NA,NA,NA,NA,10,NA,NA,0,NA,NA,NA,NA,20,NA,NA,15,100,NA,NA,NA,NA,NA,306,1240,NA,NA,NA,NA,6,17,NA,NA,NA,228,NA,240,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.johannseni,5,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,38,NA,NA,NA,NA,NA,847,NA,NA,116,NA,NA,NA,NA,573,NA,NA,20,5,NA,NA,NA,NA,NA,14,12,NA,NA,NA,NA,179,37,NA,NA,NA,18,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.johannseni,6,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,87,NA,NA,NA,NA,NA,342,NA,NA,579,NA,NA,NA,NA,18,NA,NA,1432,2248,NA,NA,NA,NA,NA,134,635,NA,NA,NA,NA,1116,316,NA,NA,NA,144,NA,0,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.johannseni,7,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,106,2436,NA,NA,NA,NA,NA,23276,NA,NA,1594,NA,NA,NA,NA,7032,NA,NA,28958,3224,NA,NA,NA,NA,NA,380,24,NA,NA,NA,NA,6344,1756,NA,NA,NA,12521,NA,211,NA,NA,NA,NA,19,48,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.meridionale,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,324,NA,NA,NA,2886,NA,384,NA,NA,NA,NA,452,105,NA,NA,NA,NA,NA,NA,NA,6916,1727,NA,NA,NA,NA,NA,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.meridionale,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,0,NA,NA,NA,NA,2088,NA,416,NA,NA,NA,NA,322,264,NA,NA,NA,NA,NA,NA,NA,5343,2136,NA,NA,NA,NA,NA,5497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.meridionale,3,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,35,151,NA,NA,NA,1270,NA,230,NA,NA,NA,NA,NA,473,NA,NA,NA,NA,NA,NA,NA,6990,1711,NA,NA,NA,NA,NA,2730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.meridionale,4,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,46,77,NA,NA,NA,NA,10,38,NA,NA,NA,612,NA,336,NA,NA,NA,NA,123,152,NA,NA,NA,NA,NA,NA,NA,9783,1722,NA,NA,NA,NA,NA,4448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.meridionale,5,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,23,12,NA,NA,NA,NA,6,85,NA,NA,NA,347,NA,16,NA,NA,NA,NA,151,6,NA,NA,NA,NA,NA,NA,NA,384,134,NA,NA,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.meridionale,6,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,NA,102,NA,27,NA,NA,NA,NA,64,56,NA,NA,NA,NA,NA,NA,NA,1985,196,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S.meridionale,7,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,28,12,NA,NA,NA,NA,61,309,NA,NA,NA,2504,NA,118,NA,NA,NA,NA,124,264,NA,NA,NA,NA,NA,NA,NA,3278,1584,NA,NA,NA,NA,NA,7422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,0,NA,NA,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,0,110,NA,NA,NA,NA,NA,966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,0,61,NA,NA,NA,NA,NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,3,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,4,0,NA,NA,NA,10,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,45,182,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,4,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,144,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,1082,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,5,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,NA,NA,0,NA,0,NA,NA,NA,NA,85,0,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,6,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,6,NA,0,NA,NA,NA,NA,14,84,NA,NA,NA,NA,NA,NA,NA,196,2,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides,7,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,62,NA,NA,NA,NA,26,156,NA,NA,NA,NA,NA,NA,NA,1958,72,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,1,NA,NA,2,NA,NA,NA,0,NA,NA,NA,0,NA,NA,14,NA,NA,NA,0,NA,NA,NA,NA,450,576,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,597,51,NA,NA,NA,NA,NA,2881,1298,NA,NA,NA,NA,2424,2016,NA,NA,NA,4941,NA,15646,NA,NA,NA,NA,9315,7935,NA,NA,NA,NA,NA,NA,NA,12795,7326,NA,NA,NA,NA,NA,10521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,165,NA,NA,NA,0,NA,NA,NA,NA,80,11,NA,NA,NA,NA,NA,35,NA,NA,0,NA,NA,NA,NA,243,NA,NA,21,44,NA,NA,NA,NA,NA,161,122,NA,NA,NA,NA,0,NA,NA,NA,NA,2670,NA,15424,NA,NA,NA,NA,3619,3294,NA,NA,NA,NA,NA,NA,NA,6877,4692,NA,NA,NA,NA,NA,5489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,3,NA,NA,0,NA,NA,NA,0,NA,NA,NA,13,NA,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,121,200,NA,NA,NA,NA,NA,44,NA,NA,0,NA,NA,NA,NA,459,NA,NA,140,315,NA,NA,NA,NA,NA,2304,806,NA,NA,NA,NA,696,1568,NA,NA,NA,4260,NA,22586,NA,NA,NA,NA,NA,7711,NA,NA,NA,NA,NA,NA,NA,11461,5580,NA,NA,NA,NA,NA,7616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,4,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,NA,NA,93,NA,NA,NA,0,NA,NA,NA,NA,4,36,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,NA,50,NA,NA,16,20,NA,NA,NA,NA,NA,225,423,NA,NA,NA,NA,506,112,NA,NA,NA,3602,NA,24432,NA,NA,NA,NA,1539,1808,NA,NA,NA,NA,NA,NA,NA,12627,3696,NA,NA,NA,NA,NA,5784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,5,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,191,296,NA,NA,NA,NA,NA,0,NA,NA,21,NA,NA,NA,NA,82,NA,NA,63,29,NA,NA,NA,NA,NA,53,46,NA,NA,NA,NA,203,167,NA,NA,NA,19,NA,2433,NA,NA,NA,NA,2702,1845,NA,NA,NA,NA,NA,NA,NA,2148,1066,NA,NA,NA,NA,NA,5656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,6,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,0,NA,NA,48,NA,NA,NA,NA,83,NA,NA,45,51,NA,NA,NA,NA,NA,66,27,NA,NA,NA,NA,112,107,NA,NA,NA,1017,NA,3159,NA,NA,NA,NA,644,2404,NA,NA,NA,NA,NA,NA,NA,943,1314,NA,NA,NA,NA,NA,5376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosquitoes,7,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,39,NA,NA,NA,1,NA,NA,NA,NA,90,162,NA,NA,NA,NA,NA,0,NA,NA,102,NA,NA,NA,NA,220,NA,NA,512,936,NA,NA,NA,NA,NA,976,908,NA,NA,NA,NA,1816,1548,NA,NA,NA,5490,NA,14370,NA,NA,NA,NA,5421,8208,NA,NA,NA,NA,NA,NA,NA,4796,6312,NA,NA,NA,NA,NA,6480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,3,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,4,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,6,NA,NA,NA,NA,3,31,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,5,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,6,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,7,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,2,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,22,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
